round,n_clusters,modularity,clusters_all,clusters_visible,cross_cluster_citation_rate,n_clusters_citation,n_clusters_embedding_visible,intra_cluster_mean_dist,inter_cluster_centroid_dist,separation_ratio,modularity_citation,modularity_embedding_partition_on_citation,in_degree_top10_share,in_degree_top10_share_all,gini_in_degree,in_degree_top10_share_active,gini_in_degree_active,topk_turnover_rate,share_conform_topK,share_diff_topK,payoff_conform_mean,payoff_diff_mean,payoff_mid_mean,payoff_conform_cum_mean,payoff_diff_cum_mean,payoff_mid_cum_mean,n_selected,n_selected_norm,n_selected_comp
0,183,0.7681660899653979,8,2,0.3684210526315789,183,2,0.4535072768648021,0.53405334748702,1.177607008158835,0.7681660899653979,0.35986159169550175,0.17647058823529413,1.0,0.9655882352941179,0.17647058823529413,0.13970588235294112,,0.2125,0.7875,0.0,0.025,0.058333333333333334,0.0,0.025,0.058333333333333334,8,0,0
5,130,0.7192904936245423,8,8,0.36585365853658536,130,8,0.41704450238134627,0.560500539458525,1.3439825636305889,0.7192904936245423,0.3993182678954677,0.17204301075268819,0.5698924731182796,0.8229569892473119,0.17204301075268819,0.13637555730396,0.275,0.225,0.775,0.05,0.025,0.041666666666666664,0.25,0.15,0.26666666666666666,8,0,0
10,91,0.6694039416760135,8,8,0.5730337078651685,91,8,0.45134717872847907,0.5244728906588393,1.1620165481844102,0.6694039416760135,0.34141163275116165,0.19161676646706588,0.47904191616766467,0.7462574850299402,0.19161676646706588,0.20705464071856294,0.23750000000000004,0.2375,0.7625,0.05,0.05,0.03333333333333333,0.55,0.425,0.4083333333333333,8,0,0
15,73,0.6133373008001058,8,8,0.4880952380952381,73,8,0.4648281574893434,0.49475126004734893,1.064374548047235,0.6133373008001058,0.3561793294981155,0.18340611353711792,0.4192139737991266,0.702292576419214,0.18340611353711792,0.2366476318441384,0.19999999999999996,0.2,0.8,0.025,0.05,0.041666666666666664,0.725,0.525,0.65,8,0,0
20,56,0.5808713836645533,8,8,0.47619047619047616,56,8,0.45756214390617733,0.4612707504938423,1.0081051429561128,0.5808713836645533,0.35863658159731476,0.2108843537414966,0.3673469387755102,0.6510544217687075,0.2108843537414966,0.2495794016531343,0.125,0.2375,0.7625,0.075,0.05,0.025,1.0,0.65,0.85,8,0,0
25,42,0.5466528925619835,8,8,0.46987951807228917,42,8,0.45438773341053107,0.4992934536103375,1.098826876031081,0.5466528925619835,0.3662855831037649,0.19830028328611898,0.3342776203966006,0.6024220963172806,0.19830028328611898,0.24270875489005794,0.13749999999999996,0.25,0.75,0.05,0.05,0.03333333333333333,1.225,0.85,1.0416666666666667,8,0,0
30,34,0.5190858725761773,8,8,0.43902439024390244,34,8,0.4659018839358649,0.4427977904658529,0.950409959120937,0.5190858725761773,0.3756752077562327,0.19559902200489,0.31295843520782396,0.5591809290953547,0.19559902200489,0.2591276119249657,0.08750000000000002,0.2,0.8,0.075,0.05,0.025,1.425,1.1,1.225,8,0,0
35,27,0.5085730728217511,8,8,0.5227272727272727,27,8,0.4676223546261028,0.4812579276513575,1.0291593695005392,0.5085730728217511,0.36689310035488404,0.1960352422907489,0.29515418502202645,0.5430616740088108,0.1960352422907489,0.2509207770636239,0.11250000000000004,0.2125,0.7875,0.075,0.025,0.03333333333333333,1.675,1.25,1.425,8,0,0
40,27,0.49907982127762346,8,8,0.4,27,8,0.46925717730366623,0.5016805138804907,1.069095025382729,0.49907982127762346,0.36697983335345974,0.1910569105691057,0.2886178861788618,0.5369105691056912,0.1910569105691057,0.25308156307369534,0.125,0.2125,0.7875,0.025,0.075,0.03333333333333333,1.8,1.45,1.5833333333333333,8,0,0
